household_key,recency_days,frequency,monetary,R,F,M,RFM_Score,segment,INCOME_DESC,HOUSEHOLD_SIZE_DESC,AGE_DESC,MARITAL_STATUS_CODE,HH_COMP_DESC,KID_CATEGORY_DESC
1116,16,64,2779.14,2,3,4,9,At Risk,,,,,,
1117,2,186,3667.44,5,5,4,14,Champions,,,,,,
1118,117,16,945.89,1,1,2,4,Lost,,,,,,
1119,2,68,2232.75,5,3,3,11,Potential Loyalists,,,,,,
1120,3,87,1737.84,4,3,3,10,Potential Loyalists,Under 15K,4,35-44,B,2 Adults Kids,2
1121,30,61,2486.64,1,3,3,7,Lost,,,,,,
1122,214,77,1236.98,1,3,2,6,Lost,,,,,,
1123,38,73,3915.81,1,3,4,8,Lost,15-24K,2,55-64,A,Single Female,None/Unknown
1124,3,79,1896.39,4,3,3,10,Potential Loyalists,,,,,,
1125,1,89,691.1,5,3,1,9,Potential Loyalists,,,,,,
1126,2,28,2543.36,5,1,3,9,New Customers,,,,,,
1127,1,29,1563.53,5,1,2,8,New Customers,,,,,,
1128,2,234,3027.0,5,5,4,14,Champions,75-99K,3,25-34,U,2 Adults Kids,1
1129,1,73,2401.41,5,3,3,11,Potential Loyalists,,,,,,
1130,1,362,6563.15,5,5,5,15,Champions,25-34K,3,55-64,U,2 Adults Kids,1
1131,2,102,3034.77,5,4,4,13,Champions,50-74K,3,45-54,B,2 Adults Kids,1
1132,11,58,2073.62,2,2,3,7,At Risk,,,,,,
1133,1,115,1377.66,5,4,2,11,Loyal,,,,,,
1134,23,51,5050.53,2,2,4,8,At Risk,,,,,,
1135,6,64,748.88,3,3,1,7,Low Value,50-74K,2,45-54,U,Unknown,1
1136,8,59,1934.11,3,3,3,9,At Risk,,,,,,
1137,4,134,2121.89,4,4,3,11,Loyal,35-49K,1,65+,B,Single Male,None/Unknown
1138,1,212,4546.37,5,5,4,14,Champions,15-24K,2,35-44,U,2 Adults No Kids,None/Unknown
1139,7,92,7539.55,3,3,5,11,At Risk,,,,,,
1140,52,21,1164.18,1,1,2,4,Lost,,,,,,
1141,16,59,1137.28,2,3,2,7,At Risk,,,,,,
1142,2,284,15178.960000000001,5,5,5,15,Champions,50-74K,2,45-54,A,2 Adults No Kids,None/Unknown
1143,76,12,173.31,1,1,1,3,Lost,,,,,,
1144,14,24,187.09,2,1,1,4,One-time Buyers,,,,,,
1145,5,81,3875.17,3,3,4,10,At Risk,,,,,,
1146,1,345,8854.64,5,5,5,15,Champions,35-49K,4,35-44,B,1 Adult Kids,3+
1147,2,57,3779.36,5,2,4,11,Potential Loyalists,25-34K,2,19-24,U,2 Adults No Kids,None/Unknown
1148,4,26,478.59000000000003,4,1,1,6,One-time Buyers,,,,,,
1149,40,17,307.90999999999997,1,1,1,3,Lost,,,,,,
1150,160,14,845.39,1,1,2,4,Lost,,,,,,
1151,4,159,2808.91,4,4,4,12,Champions,Under 15K,1,45-54,U,Single Male,None/Unknown
1152,17,77,1305.66,2,3,2,7,At Risk,,,,,,
1153,7,65,1142.86,3,3,2,8,At Risk,,,,,,
1154,1,127,3803.55,5,4,4,13,Champions,35-49K,2,45-54,A,Unknown,None/Unknown
1155,1,41,2053.02,5,2,3,10,Potential Loyalists,,,,,,
1156,74,29,999.33,1,1,2,4,Lost,,,,,,
1157,38,104,2779.86,1,4,4,9,Lost,,,,,,
1158,1,219,2903.2,5,5,4,14,Champions,15-24K,2,45-54,U,2 Adults No Kids,None/Unknown
1159,4,233,4468.63,4,5,4,13,Champions,15-24K,2,45-54,A,2 Adults No Kids,None/Unknown
1160,1,145,4377.96,5,4,4,13,Champions,35-49K,1,65+,U,Single Female,None/Unknown
1161,7,63,1377.57,3,3,2,8,At Risk,,,,,,
1162,215,33,431.76,1,2,1,4,Lost,,,,,,
1163,18,153,4808.01,2,4,4,10,At Risk,Under 15K,1,35-44,U,Unknown,None/Unknown
1164,1,104,4689.35,5,4,4,13,Champions,15-24K,1,25-34,U,Single Male,None/Unknown
1165,6,57,1413.52,3,2,2,7,At Risk,,,,,,
1166,1,409,12300.62,5,5,5,15,Champions,125-149K,3,45-54,A,2 Adults Kids,1
1167,4,150,6798.79,4,4,5,13,Champions,50-74K,4,35-44,U,2 Adults Kids,2
1168,9,69,874.23,3,3,2,8,At Risk,,,,,,
1169,7,128,5159.4,3,4,5,12,Loyal,15-24K,2,19-24,A,2 Adults No Kids,None/Unknown
1170,63,7,68.45,1,1,1,3,Lost,,,,,,
1171,5,34,996.6,3,2,2,7,At Risk,,,,,,
1172,2,167,4569.24,5,5,4,14,Champions,50-74K,1,25-34,B,Single Male,None/Unknown
1173,75,41,655.77,1,2,1,4,Lost,,,,,,
1174,8,122,2156.65,3,4,3,10,Loyal,Under 15K,5+,25-34,U,2 Adults Kids,3+
1175,6,135,7403.51,3,4,5,12,Loyal,50-74K,2,25-34,A,Single Female,None/Unknown
1176,9,16,240.85,3,1,1,5,One-time Buyers,,,,,,
1177,14,17,337.98,2,1,1,4,One-time Buyers,,,,,,
1178,4,212,5022.28,4,5,4,13,Champions,15-24K,1,45-54,U,Single Female,None/Unknown
1179,1,205,9428.4,5,5,5,15,Champions,50-74K,2,35-44,A,2 Adults No Kids,None/Unknown
1180,11,166,5430.04,2,5,5,12,At Risk,,,,,,
1181,6,89,2196.58,3,3,3,9,At Risk,,,,,,
1182,28,124,1966.38,1,4,3,8,Lost,,,,,,
1183,35,9,260.04,1,1,1,3,Lost,,,,,,
1184,19,13,713.9,2,1,1,4,One-time Buyers,,,,,,
1185,5,61,1334.18,3,3,2,8,At Risk,,,,,,
1186,4,79,6060.38,4,3,5,12,Potential Loyalists,50-74K,5+,45-54,A,1 Adult Kids,3+
1187,2,133,2996.18,5,4,4,13,Champions,,,,,,
1188,6,149,3722.22,3,4,4,11,Loyal,35-49K,1,45-54,U,Unknown,None/Unknown
1189,13,51,954.21,2,2,2,6,At Risk,,,,,,
1190,1,253,3327.02,5,5,4,14,Champions,35-49K,2,25-34,U,2 Adults No Kids,None/Unknown
1191,3,98,2485.87,4,3,3,10,Potential Loyalists,,,,,,
1192,3,100,1482.54,4,4,2,10,Loyal,,,,,,
1193,14,219,4723.65,2,5,4,11,At Risk,,,,,,
1194,10,62,1276.74,3,3,2,8,At Risk,,,,,,
1195,7,41,1271.09,3,2,2,7,At Risk,,,,,,
1196,30,27,1915.95,1,1,3,5,Lost,,,,,,
1197,7,160,7988.7300000000005,3,4,5,12,Loyal,150-174K,2,35-44,A,2 Adults No Kids,None/Unknown
1198,16,44,1004.6,2,2,2,6,At Risk,,,,,,
1199,431,7,163.57,1,1,1,3,Lost,,,,,,
1200,27,30,1619.45,2,1,2,5,One-time Buyers,,,,,,
1201,16,38,537.6,2,2,1,5,Low Value,,,,,,
1202,17,25,587.47,2,1,1,4,One-time Buyers,,,,,,
1203,2,173,6385.44,5,5,5,15,Champions,,,,,,
1204,4,81,2043.13,4,3,3,10,Potential Loyalists,,,,,,
1205,33,186,4383.72,1,5,4,10,Lost,,,,,,
1206,12,381,6172.13,2,5,5,12,At Risk,,,,,,
1207,7,108,765.37,3,4,2,9,Loyal,,,,,,
1208,18,54,1078.06,2,2,2,6,At Risk,,,,,,
1209,2,23,361.42,4,1,1,6,One-time Buyers,,,,,,
1210,16,37,921.33,2,2,2,6,At Risk,,,,,,
1211,1,168,9045.04,5,5,5,15,Champions,,,,,,
1212,27,6,195.27,2,1,1,4,One-time Buyers,,,,,,
1213,7,46,622.22,3,2,1,6,Low Value,,,,,,
1214,37,7,122.95,1,1,1,3,Lost,,,,,,
1215,17,15,786.45,2,1,2,5,One-time Buyers,,,,,,
1216,1,134,5303.53,5,4,5,14,Champions,,,,,,
1217,6,54,2656.9,3,2,3,8,At Risk,,,,,,
1218,10,96,3093.53,3,3,4,10,At Risk,35-49K,4,45-54,A,2 Adults Kids,2
1219,3,121,823.08,4,4,2,10,Loyal,15-24K,3,19-24,A,2 Adults Kids,1
1220,80,31,787.04,1,1,2,4,Lost,,,,,,
1221,31,15,652.34,1,1,1,3,Lost,,,,,,
1222,3,174,5833.39,4,5,5,14,Champions,15-24K,1,45-54,U,Single Female,None/Unknown
1223,21,57,1743.69,2,2,3,7,At Risk,,,,,,
1224,5,92,2363.78,3,3,3,9,At Risk,,,,,,
1225,16,76,1415.38,2,3,2,7,At Risk,,,,,,
1226,11,76,6237.46,2,3,5,10,At Risk,35-49K,3,25-34,B,1 Adult Kids,2
1227,1,86,3810.36,5,3,4,12,Potential Loyalists,,,,,,
1228,1,797,14503.89,5,5,5,15,Champions,100-124K,1,45-54,U,Single Female,None/Unknown
1229,1,385,18304.31,5,5,5,15,Champions,150-174K,2,55-64,A,2 Adults No Kids,None/Unknown
1230,19,20,258.53000000000003,2,1,1,4,One-time Buyers,,,,,,
1231,9,55,1919.79,3,2,3,8,At Risk,,,,,,
1232,167,22,488.49,1,1,1,3,Lost,,,,,,
1233,19,38,1778.52,2,2,3,7,At Risk,,,,,,
1234,2,94,5547.83,4,3,5,12,Potential Loyalists,35-49K,2,45-54,B,2 Adults No Kids,None/Unknown
1235,5,20,894.0,3,1,2,6,One-time Buyers,,,,,,
1236,3,194,3993.01,4,5,4,13,Champions,50-74K,3,35-44,U,2 Adults Kids,1
1237,91,20,1051.16,1,1,2,4,Lost,,,,,,
1238,8,51,4678.61,3,2,4,9,At Risk,,,,,,
1239,4,26,2068.5,4,1,3,8,One-time Buyers,,,,,,
1240,1,217,11250.07,5,5,5,15,Champions,Under 15K,2,45-54,U,2 Adults No Kids,None/Unknown
1241,2,91,2041.45,4,3,3,10,Potential Loyalists,,,,,,
1242,7,35,830.11,3,2,2,7,At Risk,,,,,,
1243,118,15,249.70000000000002,1,1,1,3,Lost,,,,,,
1244,5,34,603.45,3,2,1,6,Low Value,,,,,,
1245,1,254,4469.27,5,5,4,14,Champions,,,,,,
1246,10,97,5428.25,3,3,5,11,At Risk,,,,,,
1247,3,123,6639.95,4,4,5,13,Champions,35-49K,2,35-44,A,2 Adults No Kids,None/Unknown
1248,10,158,9091.29,3,4,5,12,Loyal,50-74K,2,45-54,U,1 Adult Kids,1
1249,8,23,491.62,3,1,1,5,One-time Buyers,,,,,,
1250,13,6,203.17,2,1,1,4,One-time Buyers,,,,,,
1251,58,53,325.77,1,2,1,4,Lost,,,,,,
1252,18,46,1152.78,2,2,2,6,At Risk,,,,,,
1253,90,24,570.15,1,1,1,3,Lost,,,,,,
1254,74,6,252.31,1,1,1,3,Lost,,,,,,
1255,18,28,522.3,2,1,1,4,One-time Buyers,,,,,,
1256,6,170,5274.32,3,5,5,13,Loyal,50-74K,2,45-54,U,1 Adult Kids,1
1257,5,31,1389.1200000000001,3,1,2,6,One-time Buyers,50-74K,3,45-54,U,2 Adults Kids,1
1258,1,232,3502.45,5,5,4,14,Champions,75-99K,1,45-54,U,Unknown,None/Unknown
1259,30,33,1163.62,1,2,2,5,Lost,,,,,,
1260,1,168,11200.800000000001,5,5,5,15,Champions,50-74K,1,65+,U,Single Male,None/Unknown
1261,7,228,3777.98,3,5,4,12,Loyal,25-34K,2,45-54,A,Single Female,None/Unknown
1262,48,29,769.72,1,1,2,4,Lost,,,,,,
1263,30,126,5257.44,1,4,5,10,Lost,15-24K,1,25-34,B,Single Male,None/Unknown
1264,11,132,6458.78,2,4,5,11,At Risk,15-24K,1,45-54,U,Single Male,None/Unknown
1265,1,49,1409.8700000000001,5,2,2,9,Potential Loyalists,,,,,,
1266,12,115,1657.1100000000001,2,4,3,9,At Risk,,,,,,
1267,3,66,1689.84,4,3,3,10,Potential Loyalists,75-99K,1,25-34,U,Single Female,None/Unknown
1268,6,71,3013.56,3,3,4,10,At Risk,Under 15K,4,35-44,U,2 Adults Kids,2
1269,1,109,2595.17,5,4,3,12,Loyal,,,,,,
1270,7,73,3455.32,3,3,4,10,At Risk,15-24K,1,45-54,U,Single Female,None/Unknown
1271,2,132,4155.52,4,4,4,12,Champions,,,,,,
1272,1,258,10019.45,5,5,5,15,Champions,35-49K,2,65+,A,Single Female,None/Unknown
1273,6,17,265.04,3,1,1,5,One-time Buyers,,,,,,
1274,3,273,12503.24,4,5,5,14,Champions,,,,,,
1275,421,8,137.63,1,1,1,3,Lost,,,,,,
1276,9,20,623.45,3,1,1,5,One-time Buyers,,,,,,
1277,2,328,5900.81,4,5,5,14,Champions,,,,,,
1278,7,19,738.34,3,1,1,5,One-time Buyers,,,,,,
1279,3,199,4793.46,4,5,4,13,Champions,,,,,,
1280,23,24,427.63,2,1,1,4,One-time Buyers,,,,,,
1281,17,38,788.4,2,2,2,6,At Risk,,,,,,
1282,20,203,5957.4800000000005,2,5,5,12,At Risk,,,,,,
1283,4,49,332.46,4,2,1,7,Potential Loyalists,,,,,,
1284,2,160,1974.49,4,4,3,11,Loyal,,,,,,
1285,3,137,5048.59,4,4,4,12,Champions,25-34K,3,25-34,B,1 Adult Kids,2
1286,104,30,595.0,1,1,1,3,Lost,,,,,,
1287,13,159,2818.0,2,4,4,10,At Risk,,,,,,
1288,4,55,1896.5,4,2,3,9,Potential Loyalists,,,,,,
1289,2,525,1512.08,4,5,2,11,Loyal,,,,,,
1290,10,34,1060.24,3,2,2,7,At Risk,,,,,,
1291,5,103,3290.01,3,4,4,11,Loyal,35-49K,2,55-64,A,Single Male,None/Unknown
1292,16,27,520.32,2,1,1,4,One-time Buyers,,,,,,
1293,2,176,2762.8,4,5,3,12,Loyal,,,,,,
1294,3,56,4829.32,4,2,4,10,Potential Loyalists,,,,,,
1295,4,68,1637.41,4,3,3,10,Potential Loyalists,,,,,,
1296,4,80,2124.43,4,3,3,10,Potential Loyalists,25-34K,2,65+,A,Single Female,None/Unknown
1297,1,147,2733.28,5,4,3,12,Loyal,75-99K,1,35-44,U,Unknown,None/Unknown
1298,13,50,1487.99,2,2,2,6,At Risk,,,,,,
1299,1,192,5959.57,5,5,5,15,Champions,15-24K,4,35-44,U,2 Adults Kids,2
1300,2,84,2959.65,4,3,4,11,Potential Loyalists,50-74K,4,45-54,A,2 Adults Kids,2
1301,2,80,1494.22,4,3,2,9,Potential Loyalists,,,,,,
1302,4,36,757.95,4,2,1,7,Potential Loyalists,,,,,,
1303,4,212,6344.09,4,5,5,14,Champions,,,,,,
1304,2,90,899.49,4,3,2,9,Potential Loyalists,,,,,,
1305,31,373,7552.93,1,5,5,11,Lost,Under 15K,2,19-24,B,1 Adult Kids,1
1306,4,171,3041.69,4,5,4,13,Champions,Under 15K,1,45-54,U,Unknown,None/Unknown
1307,5,174,2049.58,3,5,3,11,Loyal,,,,,,
1308,133,23,320.58,1,1,1,3,Lost,,,,,,
1309,162,9,158.48,1,1,1,3,Lost,,,,,,
1310,20,34,857.98,2,2,2,6,At Risk,,,,,,
1311,105,17,685.63,1,1,1,3,Lost,,,,,,
1312,9,134,5055.88,3,4,4,11,Loyal,,,,,,
1313,12,30,1030.97,2,1,2,5,One-time Buyers,,,,,,
1314,2,421,14330.4,4,5,5,14,Champions,,,,,,
1315,88,5,645.36,1,1,1,3,Lost,,,,,,
1316,19,58,3736.48,2,2,4,8,At Risk,35-49K,2,55-64,U,2 Adults No Kids,None/Unknown
1317,5,196,4065.2400000000002,3,5,4,12,Loyal,,,,,,
1318,15,74,5583.96,2,3,5,10,At Risk,50-74K,2,65+,A,2 Adults No Kids,None/Unknown
1319,33,48,1059.79,1,2,2,5,Lost,,,,,,
1320,5,14,360.43,3,1,1,5,One-time Buyers,,,,,,
1321,2,204,1888.13,4,5,3,12,Loyal,35-49K,2,19-24,U,2 Adults No Kids,None/Unknown
1322,24,16,260.65,2,1,1,4,One-time Buyers,,,,,,
1323,6,11,297.05,3,1,1,5,One-time Buyers,,,,,,
1324,13,42,2667.23,2,2,3,7,At Risk,,,,,,
1325,3,64,2835.9900000000002,4,3,4,11,Potential Loyalists,,,,,,
1326,5,394,8831.210000000001,3,5,5,13,Loyal,Under 15K,1,45-54,U,Single Male,None/Unknown
1327,303,9,477.17,1,1,1,3,Lost,,,,,,
1328,2,96,2544.89,4,3,3,10,Potential Loyalists,,,,,,
1329,11,31,1546.05,2,1,2,5,One-time Buyers,,,,,,
1330,5,86,2177.55,3,3,3,9,At Risk,,,,,,
1331,34,105,1821.03,1,4,3,8,Lost,,,,,,
1332,6,60,2047.26,3,3,3,9,At Risk,,,,,,
1333,7,129,7709.85,3,4,5,12,Loyal,125-149K,4,45-54,U,2 Adults Kids,2
1334,15,57,629.58,2,2,1,5,Low Value,,,,,,
1335,23,31,978.87,2,1,2,5,One-time Buyers,,,,,,
1336,4,123,6035.21,4,4,5,13,Champions,,,,,,
1337,1,244,11500.76,5,5,5,15,Champions,50-74K,4,45-54,U,2 Adults Kids,2
1338,2,189,1783.98,4,5,3,12,Loyal,,,,,,
1339,11,6,390.16,2,1,1,4,One-time Buyers,,,,,,
1340,17,57,512.53,2,2,1,5,Low Value,,,,,,
1341,75,13,434.77,1,1,1,3,Lost,,,,,,
1342,34,12,160.02,1,1,1,3,Lost,,,,,,
1343,47,12,267.19,1,1,1,3,Lost,,,,,,
1344,21,27,2728.78,2,1,3,6,One-time Buyers,,,,,,
1345,22,56,1348.56,2,2,2,6,At Risk,,,,,,
1346,1,80,1174.31,5,3,2,10,Potential Loyalists,,,,,,
1347,6,131,3360.34,3,4,4,11,Loyal,,,,,,
1348,86,23,324.22,1,1,1,3,Lost,,,,,,
1349,1,202,5380.22,5,5,5,15,Champions,,,,,,
1350,3,131,2568.6,4,4,3,11,Loyal,,,,,,
1351,15,91,564.4,2,3,1,6,Low Value,,,,,,
1352,1,138,5398.95,5,4,5,14,Champions,75-99K,2,35-44,U,2 Adults No Kids,None/Unknown
1353,9,132,4019.91,3,4,4,11,Loyal,,,,,,
1354,2,87,2534.76,4,3,3,10,Potential Loyalists,15-24K,2,65+,B,2 Adults No Kids,None/Unknown
1355,3,14,547.82,4,1,1,6,One-time Buyers,,,,,,
1356,7,86,2239.34,3,3,3,9,At Risk,,,,,,
1357,2,87,3061.9,4,3,4,11,Potential Loyalists,25-34K,2,55-64,A,2 Adults No Kids,None/Unknown
1358,2,123,2466.68,4,4,3,11,Loyal,,,,,,
1359,5,76,1192.68,3,3,2,8,At Risk,,,,,,
1360,39,23,630.19,1,1,1,3,Lost,,,,,,
1361,2,11,608.58,4,1,1,6,One-time Buyers,,,,,,
1362,16,61,1418.76,2,3,2,7,At Risk,,,,,,
1363,1,58,4075.4,5,2,4,11,Potential Loyalists,15-24K,2,25-34,U,1 Adult Kids,1
1364,2,145,2466.05,4,4,3,11,Loyal,100-124K,1,65+,B,Single Female,None/Unknown
1365,323,9,103.65,1,1,1,3,Lost,,,,,,
1366,7,256,4242.62,3,5,4,12,Loyal,,,,,,
1367,2,352,12125.48,4,5,5,14,Champions,75-99K,3,35-44,U,2 Adults Kids,1
1368,12,32,2766.9700000000003,2,1,4,7,One-time Buyers,,,,,,
1369,1,144,3105.71,5,4,4,13,Champions,Under 15K,1,25-34,B,Single Male,None/Unknown
1370,1,86,8531.89,5,3,5,13,Potential Loyalists,25-34K,2,65+,U,2 Adults No Kids,None/Unknown
1371,181,45,835.71,1,2,2,5,Lost,,,,,,
1372,54,25,1337.07,1,1,2,4,Lost,,,,,,
1373,12,40,657.52,2,2,1,5,Low Value,,,,,,
1374,4,99,2841.56,4,3,4,11,Potential Loyalists,,,,,,
1375,2,122,3745.41,4,4,4,12,Champions,,,,,,
1376,4,235,11041.41,4,5,5,14,Champions,50-74K,1,55-64,U,Unknown,None/Unknown
1377,9,35,791.34,3,2,2,7,At Risk,,,,,,
1378,5,121,6933.72,3,4,5,12,Loyal,100-124K,1,25-34,U,Single Female,None/Unknown
1379,1,509,13995.22,5,5,5,15,Champions,,,,,,
1380,33,25,349.81,1,1,1,3,Lost,,,,,,
1381,10,49,134.4,3,2,1,6,Low Value,,,,,,
1382,6,116,3082.4700000000003,3,4,4,11,Loyal,50-74K,2,45-54,U,2 Adults No Kids,None/Unknown
1383,11,128,1532.65,2,4,2,8,At Risk,,,,,,
1384,16,33,827.46,2,2,2,6,At Risk,,,,,,
1385,19,112,5637.51,2,4,5,11,At Risk,,,,,,
1386,49,8,111.15,1,1,1,3,Lost,,,,,,
1387,7,66,2057.95,3,3,3,9,At Risk,,,,,,
1388,3,151,6949.16,4,4,5,13,Champions,100-124K,3,35-44,A,2 Adults Kids,1
1389,11,41,2841.16,2,2,4,8,At Risk,100-124K,2,65+,A,Single Female,None/Unknown
1390,7,211,4879.86,3,5,4,12,Loyal,,,,,,
1391,4,169,8105.74,4,5,5,14,Champions,50-74K,2,45-54,A,2 Adults No Kids,None/Unknown
1392,51,109,2315.07,1,4,3,8,Lost,,,,,,
1393,4,203,5950.89,4,5,5,14,Champions,150-174K,1,35-44,B,Single Female,None/Unknown
1394,5,151,4391.58,3,4,4,11,Loyal,50-74K,2,45-54,A,2 Adults No Kids,None/Unknown
1395,3,40,1142.42,4,2,2,8,Potential Loyalists,,,,,,
1396,92,229,7177.06,1,5,5,11,Lost,125-149K,2,65+,A,2 Adults No Kids,None/Unknown
1397,4,283,5707.6,4,5,5,14,Champions,35-49K,1,45-54,B,Single Female,None/Unknown
1398,18,20,404.96,2,1,1,4,One-time Buyers,,,,,,
1399,5,33,1032.63,3,2,2,7,At Risk,,,,,,
1400,13,11,284.31,2,1,1,4,One-time Buyers,,,,,,
1401,29,52,587.37,1,2,1,4,Lost,,,,,,
1402,3,165,2245.76,4,5,3,12,Loyal,15-24K,1,55-64,U,Single Male,None/Unknown
1403,29,151,3673.26,1,4,4,9,Lost,,,,,,
1404,8,44,1248.19,3,2,2,7,At Risk,,,,,,
1405,13,55,2480.88,2,2,3,7,At Risk,,,,,,
1406,2,116,3790.44,4,4,4,12,Champions,,,,,,
1407,7,35,1615.94,3,2,2,7,At Risk,,,,,,
1408,21,57,1055.29,2,2,2,6,At Risk,,,,,,
1409,6,87,4324.03,3,3,4,10,At Risk,,,,,,
1410,18,45,2525.94,2,2,3,7,At Risk,,,,,,
1411,269,6,131.52,1,1,1,3,Lost,,,,,,
1412,7,77,4053.15,3,3,4,10,At Risk,50-74K,3,45-54,A,2 Adults Kids,1
1413,12,27,344.06,2,1,1,4,One-time Buyers,,,,,,
1414,1,17,274.03000000000003,5,1,1,7,New Customers,,,,,,
1415,9,27,271.41,3,1,1,5,One-time Buyers,,,,,,
1416,24,6,91.65,2,1,1,4,One-time Buyers,,,,,,
1417,2,75,3703.93,4,3,4,11,Potential Loyalists,,,,,,
1418,5,78,2735.2,3,3,3,9,At Risk,35-49K,3,25-34,A,2 Adults Kids,1
1419,1,524,7634.57,5,5,5,15,Champions,35-49K,1,35-44,U,Single Female,None/Unknown
1420,58,79,3891.9700000000003,1,3,4,8,Lost,,,,,,
1421,1,218,5535.2,5,5,5,15,Champions,50-74K,2,35-44,A,2 Adults No Kids,None/Unknown
1422,5,11,481.77,3,1,1,5,One-time Buyers,,,,,,
1423,14,189,1695.76,2,5,3,10,At Risk,15-24K,1,45-54,U,Single Male,None/Unknown
1424,61,57,595.22,1,2,1,4,Lost,,,,,,
1425,3,131,3828.6,4,4,4,12,Champions,50-74K,3,19-24,B,2 Adults Kids,1
1426,11,65,2330.87,2,3,3,8,At Risk,,,,,,
1427,6,83,2640.47,3,3,3,9,At Risk,,,,,,
1428,10,164,4911.53,3,5,4,12,Loyal,35-49K,2,55-64,U,2 Adults No Kids,None/Unknown
1429,2,83,818.56,4,3,2,9,Potential Loyalists,35-49K,1,45-54,B,Single Female,None/Unknown
1430,1,344,20352.99,5,5,5,15,Champions,35-49K,3,35-44,A,2 Adults Kids,1
1431,2,155,2718.4,4,4,3,11,Loyal,,,,,,
1432,1,9,336.95,5,1,1,7,New Customers,,,,,,
1433,25,8,70.04,2,1,1,4,One-time Buyers,,,,,,
1434,3,220,4160.33,4,5,4,13,Champions,,,,,,
1435,92,13,511.78,1,1,1,3,Lost,,,,,,
1436,116,8,134.89000000000001,1,1,1,3,Lost,,,,,,
1437,22,99,4775.56,2,3,4,9,At Risk,15-24K,3,25-34,A,1 Adult Kids,1
1438,7,41,2130.77,3,2,3,8,At Risk,Under 15K,1,45-54,U,Single Female,None/Unknown
1439,53,33,555.5600000000001,1,2,1,4,Lost,,,,,,
1440,1,100,2551.58,5,4,3,12,Loyal,,,,,,
1441,78,13,401.47,1,1,1,3,Lost,,,,,,
1442,23,29,312.5,2,1,1,4,One-time Buyers,,,,,,
1443,2,182,2221.48,4,5,3,12,Loyal,150-174K,2,35-44,U,2 Adults No Kids,None/Unknown
1444,94,23,323.99,1,1,1,3,Lost,,,,,,
1445,4,178,5130.59,4,5,5,14,Champions,Under 15K,2,35-44,A,2 Adults No Kids,None/Unknown
1446,9,44,2095.83,3,2,3,8,At Risk,,,,,,
1447,6,40,604.95,3,2,1,6,Low Value,,,,,,
1448,61,80,1927.33,1,3,3,7,Lost,,,,,,
1449,87,39,405.83,1,2,1,4,Lost,,,,,,
1450,26,90,1647.2,2,3,3,8,At Risk,,,,,,
1451,2,260,6700.05,4,5,5,14,Champions,125-149K,5+,45-54,A,1 Adult Kids,3+
1452,13,374,1884.05,2,5,3,10,At Risk,25-34K,3,45-54,A,2 Adults Kids,1
1453,2,761,21661.29,4,5,5,14,Champions,125-149K,3,45-54,A,2 Adults Kids,1
1454,1,154,4934.0,5,4,4,13,Champions,75-99K,2,65+,A,2 Adults No Kids,None/Unknown
1455,452,14,820.18,1,1,2,4,Lost,,,,,,
1456,27,69,1506.5,2,3,2,7,At Risk,,,,,,
1457,20,39,2667.34,2,2,3,7,At Risk,,,,,,
1458,7,126,3480.63,3,4,4,11,Loyal,,,,,,
1459,10,79,4769.04,3,3,4,10,At Risk,,,,,,
1460,60,57,2455.68,1,2,3,6,Lost,,,,,,
1461,3,290,7246.2,4,5,5,14,Champions,25-34K,2,35-44,U,2 Adults No Kids,None/Unknown
1462,8,120,4830.0,3,4,4,11,Loyal,50-74K,2,25-34,A,2 Adults No Kids,None/Unknown
1463,5,139,3460.15,3,4,4,11,Loyal,,,,,,
1464,36,76,2474.4,1,3,3,7,Lost,,,,,,
1465,8,56,1038.52,3,2,2,7,At Risk,,,,,,
1466,12,38,1029.47,2,2,2,6,At Risk,,,,,,
1467,1,835,2957.82,5,5,4,14,Champions,50-74K,4,35-44,A,2 Adults Kids,2
1468,144,81,4131.7300000000005,1,3,4,8,Lost,75-99K,2,65+,A,2 Adults No Kids,None/Unknown
1469,162,44,1160.0,1,2,2,5,Lost,,,,,,
1470,4,133,1991.33,4,4,3,11,Loyal,35-49K,1,45-54,U,Single Female,None/Unknown
1471,45,32,486.72,1,1,1,3,Lost,,,,,,
1472,295,4,269.54,1,1,1,3,Lost,,,,,,
1473,4,118,4339.15,4,4,4,12,Champions,,,,,,
1474,5,72,2445.87,3,3,3,9,At Risk,50-74K,1,35-44,U,Unknown,None/Unknown
1475,2,339,14855.210000000001,4,5,5,14,Champions,50-74K,1,25-34,B,Single Male,None/Unknown
1476,2,356,9481.75,4,5,5,14,Champions,,,,,,
1477,51,15,279.2,1,1,1,3,Lost,,,,,,
1478,199,6,88.59,1,1,1,3,Lost,,,,,,
1479,3,716,9129.23,4,5,5,14,Champions,15-24K,1,45-54,U,Unknown,None/Unknown
1480,44,27,152.21,1,1,1,3,Lost,,,,,,
1481,4,164,3298.77,4,5,4,13,Champions,35-49K,1,19-24,U,Single Male,None/Unknown
1482,117,18,1042.35,1,1,2,4,Lost,,,,,,
1483,1,112,4725.27,5,4,4,13,Champions,Under 15K,1,19-24,U,Unknown,None/Unknown
1484,4,106,3209.39,4,4,4,12,Champions,35-49K,2,19-24,A,2 Adults No Kids,None/Unknown
1485,16,66,2187.88,2,3,3,8,At Risk,50-74K,1,35-44,U,Single Male,None/Unknown
1486,14,14,548.32,2,1,1,4,One-time Buyers,,,,,,
